text,label
pegida leader resigns after posting hitler photo,0
why i'm attending the cop21 climate talks as an educator,0
"mysterious american flags in northern syria were planted by u.s. troops, pentagon says",0
the tr*mp effect: transgender folks' mental health post-election,0
it's not getting any easier for women to become ceos,0
martha raddatz was the mvp of that horrifying debate,0
"as i grieve, 'maybe' has become a positive tool to help me find balance",0
stephen curry thinks the warriors will lose before the panthers,0
former versace store clerk sues over secret 'black code' for minority shoppers,0
friday talking points -- new speaker's speaking problem,0
here are the wobbly democrats who could make or break the iran deal,0
taylor swift shares 'family portrait' with lots of famous ladies,0
to fathers everywhere: it doesn't take a cape to be a hero to your kids,0
"how to make a sex playlist that isn't corny as hell, according to djs",0
trevor noah exposes vladimir putin's sinister actions towards u.s. diplomats,0
"our final oscar predictions, plus who should actually win at sunday's awards",0
cornel west: obama 'posed as a progressive & turned out to be counterfeit',0
ups tweeted -- then deleted -- a bizarre mlk jr message,0
gop congressman claims kansas has more uninsured since health care reform,0
mindfulness in your 20s: lessons i learned from a hitchhiker,0
"handing out pills, getting drunk: new allegations surface against trump's va pick",0
hiker dies after falling from yosemite's iconic half dome trail,0
how to clean your grill with aluminum foil and some elbow grease,0
'glee' finale flashes forward to show dreams come true,0
these simple facebook shortcuts will save you time,0
this is what it's like to get butt-dialed by lorne michaels,0
conservative media finally starting to realize that racism is a problem,0
vin diesel reveals groot will dance again in 'guardians of the galaxy' sequel,0
is justin bieber mocking kourtney kardashian's ex scott disick on instagram?,0
"long before the shooting, roseburg and its college were one",0
celebrating the 10th anniversary of the huffington post,0
what does honolulu's urban development really mean?,0
the amazing things that happened when i started yoga at 85,0
thinking more broadly about mothering this mother's day,0
government shuts down as congress fails to reach spending agreement,0
justin bieber interrupts performance to scold spanish audience,0
what it takes for a poor black kid from chicago to earn a college degree,0
"after 4 years living in asia, i'm suddenly a minority again (and it sucks)",0
trump again downplays steve bannon's white house role,0
kit harington just made his proposal to rose leslie sound pretty nsfw,0
luke from 'gilmore girls' is getting his own line of coffee,0
band targeted in paris attacks makes emotional return to finish concert,0
lamar odom leaves hospital after 'miraculous and continued improvement',0
"for 'moonlight' director barry jenkins, seeing his diverse film win awards is 'beautiful'",0
"the making of 'alias grace,' a margaret atwood true-crime mystery",0
republicans want to defund the commission that fights voting machine hacking,0
missing comet lander 'philae' finally located after long search,0
calls to lgbtq mental health hotlines rise after trump's anti-transgender action,0
trump lawyer shares image of hillary saying she 'murdered an ambassador',0
college junior shares his strategy for getting the most out of tinder,0
alex jones calls a press conference to tell reporters they suck,0
'motorcycle bomb' explodes near police station in istanbul,0
receding floodwaters reveal extent of houston area's post-harvey destruction,0
yale humanists seek to unite new haven community with holiday obelisk,0
the end of innocence: taking the bystanding out of bullying,0
kellyanne conway won't say whether she will report to john kelly,0
"the big bend, a u-shaped skyscraper, could become the longest in the world",0
conservatives upset that gay catholics were invited to meet pope francis at the white house,0
cnn taunts trump and the gop with 'schoolhouse rock',0
"when politicians think the microphone is off, they start getting real",0
judge tosses suit accusing trump business dealings of violating constitution,0
7 facts school leaders want you to know about kids in new orleans,0
why this muslim american civil rights lawyer decided to buy a handgun,0
michelle obama joked about a simpler time when kids didn't have cellphones,0
11 john oliver quotes that make the truth easier to swallow,0
"trevor noah: 'trump may destroy the world, but god damn he's cute'",0
"climate change is ruining farmers' lives, but only a few will admit it",0
rob reiner says he won't shoot in nc unless anti-lgbt law is repealed,0
trump tells australia prime minister that he 'hates taking' refugees,0
"snoop dogg helps give out 1,500 turkeys to families in need",0
latina student who filmed 'build a wall' chant speaks out about backlash,0
white house lawyer insists trump isn't considering firing mueller,0
seth meyers ridicules mike pence for going all 'love actually' on trump,0
10 smart gift ideas for the healthiest cook on your list,0
"5 great movies starring interesting, exciting, daring, adventurous girls!",0
drake bell mourns the loss of ex-girlfriend stevie ryan with heart-wrenching tweets,0
discovering a lost and forgotten early christian 'gospel',0
detainees sue private prison over forced labor,0
'chaotic' planets make the search for e.t. more complicated,0
a joyous eid in somalia: ugaaso abukar boocow's instagram photos capture the celebrations in mogadishu,0
here's a delightfully awkward video about spending valentine's day alone,0
"david petraeus: white house is wrong, generals are 'fair game' for criticism",0
parkland survivor: 'i've never been so unimpressed by a person' after trump call,0
photographers from 186 countries compete in worldwide competition,0
afro-textured hair: beautiful and magical or nappy heads in need of perminators?,0
grandparents' super sweet birthday serenade will make you tear up,0
donald trump set to issue executive orders targeting trade deficit,0
umpqua community college wasn't exactly a 'gun-free zone',0
clinton announces transition leadership should she win in november,0
"what part of hamas strategy is so difficult for john kerry, joe scarborough and hillary to understand?",0
man who supplied guns to california shooters arrested on terrorism-related charges,0
beyoncé's 2015 global citizen fest setlist was pretty flawless,0
this 'homoji'  keyboard brings queer shorthand to your text messages,0
integrating roma into europe's future: change must come from within,0
donald trump voted least desirable neighbor of the year,0
"why the united states needs a ""ladenschlussgesetz""",0
black lawmakers say gop supreme court obstruction is racist,0
new york times throws vicious oscars shade at kevin spacey,0
why 'it's the thought that counts' is an outdated phrase,0
speaker ryan's challenger receives $1 million boost,0
pamela geller and the professional islamophobia business,0
gwen stefani bares her soul performing 'i used to love you' at the amas,0
what the inauguration and women's march looked like from a kid's perspective,0
"sex-positive artist marilyn minter celebrates glam, glitter and gunk",0
how women and girls cope with getting their periods in refugee camps,0
cats getting drunk to 'blame it (on the alcohol)' is the only rehab you'll need today,0
8 healthy habits of couples who attend marriage therapy,0
video relaunches investigation into death of man held by chicago police,0
shonda rhimes on the motivation behind her weight loss journey,0
elizabeth warren wades into democratic party's debate on candidates' abortion views,0
bill hader is abso-moochly perfect as anthony scaramucci on 'snl: weekend update',0
'hoodie monks' use hip hop to impart buddhist wisdom,0
drake hasn't even opened his restaurant and already threw a party there,0
the fake news pledge and colorado politicians who need to sign it,0
massage therapist sues marvel comics' stan lee for alleged sexual misconduct,0
5 signs you should be eating more carbs (really!),0
mexico in the making: the emerging tech and entrepreneurship community,0
from brothers to enemies: how syria's war has divided families,0
you won't even miss the meat with these delicious vegetarian sandwiches,0
beginning or ending? when our kids go off to college,0
hilarious moms lament never being in family photos,0
here's what happens when kids age out of foster care,0
"body slams, ballots, and belated apologies in montana",0
the fastest-growing refugee crisis is the one you've probably heard the least about,0
what this haitian priest can teach the rest of us about faith,0
donald trump taps tea party rep. mike pompeo to run the cia,0
"for 'the interview,' even negative publicity (like a massive sony hack) is good publicity",0
changing residency standards attack student voters,0
'la 92' looks back at the rodney king protests 25 years later,0
iraqi catholic bishop still has vivid memories of mosul's fall,0
olympic track star throws javelin to pull out his daughter's tooth,0
roy moore may have been banned from a mall for harassing teen girls in 1980s,0
how nikki haley helped fuel the homebuilding industry's war on fire sprinklers,0
mom says she pulled gun on teens threatening her son,0
working-class whites still have it a whole lot better than their black counterparts,0
andrew lincoln will make you hope for rick's death scene on 'the walking dead',0
new photo shows medusa nebula is way prettier than its namesake,0
clinton and sanders face off in wyoming as race heats up,0
it will take more than comey's testimony to sink trump,0
huffpollster: indiana's gop primary will be a battle between demographics and economics,0
brave beachgoers take huge chance to rescue tiger shark,0
taiwan's pro-independence opposition leader wins presidential election,0
sunday meal planner: get through the week with breakfast enchiladas and more,0
trevor noah mocks republican conspiracy theories on russian probe,0
stephen hawking's disability wasn't something to 'overcome',0
donald trump names rex tillerson secretary of state,0
what happened when a black reporter crashed a white nationalist event,0
the 'psychics to the stars' sound off on queer astrology,0
white house warns syria against launching another chemical weapons attack,0
california lawmakers want uc davis chancellor to resign,0
why kellyanne conway doesn't get a break on her bowling green massacre lie,0
an open letter on behalf of undocumented immigrants,0
no african citizens could attend a summit on african trade after visas denied,0
14 michigan state reps reportedly heard about abuser larry nassar and did nothing,0
newsguild launches campaign in support of jailed reuters employees,0
florida dope haul: seized heroin packets bear donald trump's image,0
trump denies meeting with secret service over hillary clinton threat,0
"scholarship funds for alison parker, adam ward honor slain journalists",0
'late night' reimagines 'a christmas carol' suitable for the donald trump era,0
retirement savings actually fell over the past year,0
will smith says trump may force him to run for president,0
the extraordinary journey of india's first olympic gymnast,0
testing: enhanced interrogation in the classroom,0
beyoncé's mom was afraid white people wouldn't 'get' coachella performance,0
"tourist scams, part 3: what to know before you go",0
this organic skyscraper is designed to literally grow as its residents recycle,0
high school decides against suspending football player for peaceful protest,0
france's election is about so much more than just populism,0
"trump's lies aren't lies because 'there's no such thing' as facts anymore, his surrogate says",0
"restaurant bans tips, will pay servers a livable wage",0
this star wars shrine can now be rented for just $50 a night,0
consider britney spears thoroughly unimpressed with ariana grande's impression of her,0
greek and turkish cypriots find common ground in effort to restore dilapidated monastery,0
the music of strangers: a film review by dr. lloyd sederer,0
america ferrera to chair committee for women's march on washington,0
"trump's problems aren't going away: despite conflicting testimony, americans will believe comey has told the truth",0
is this a quote from donald trump or dialogue from porn?,0
south african politician proclaims a 'non-racial' era after vote wins,0
finance industry's 'macho attitude' about sleep has serious consequences,0
comic takes your awful first date to its logically terrifying extreme,0
video breaks down how 'whiteness' as a construct shaped the election,0
greece sees slight uptick in refugee arrivals in august,0
exclusive: bet responds after coming under fire from journalists and publicists,0
obamacare premiums will be way higher next year. they didn't have to be.,0
the smithereens lead singer pat dinizio dead at 62,0
hillary clinton wins massachusetts' democratic primary,0
trump uses major policy speech to threaten to sue sexual assault accusers,0
carrie underwood gives fans an update on her face after getting 50 stitches,0
"trump is #1 in the polls, and so was the 'macarena'",0
"at the women's convention, a clear message: follow black women in 2018",0
religious freedom in practicing the platinum rule,0
seth rogen takes down donald trump in donald trump jr.'s dms,0
dozens dead after suicide bomber blows himself up near kabul shrine,0
"canadian ice dancers make history, winning gold in pyeongchang",0
gun stocks soar as obama announces executive actions on gun control,0
mexico mayor killed less than a day after taking office,0
chris stapleton had no idea who adele was when she covered his song,0
kentucky clerk asks court to force governor to let her deny gay marriages,0
john kerry: 'there's a massive amount of overclassification',0
trump executive order helps cement guantanamo's status as a forever prison,0
mesmerizing deep ocean 'symphony' finally identified,0
jessica simpson's hsn appearance has some scratching their heads,0
jon stewart's final show raised a whopping $2.2m for charity,0
teacher already accused of sex assault re-arrested,0
"5 strange 'simpsons' things you haven't seen, even after 30 years",0
exclusive promo hints stephen colbert will unleash on trump in live election show,0
savor the south at one of these summer festivals,0
watch prince harry and rihanna get tested for hiv together,0
pizza hut's new 'skinny slice' isn't quite a dream come true,0
shrinking majority of americans supports marijuana legalization,0
merkel condemns 'repulsive' far-right violence in charlottesville,0
debbie wasserman schultz faces tough primary without help from democratic campaign arm,0
you won't believe why this man's license was suspended,0
republicans craft health care plan to screw trump voters,0
the end of shared sacrifice set in stone: yale as metaphor,0
the lesson of harvey and irma: an animal's best ally is its community,0
epa takes real steps toward curbing smog pollution - now we need your voice,0
top democrat pushes back on expanding obama's trade powers,0
huffpollster: voters overwhelmingly say losing candidates should concede,0
i cannot take gabrielle union's op-ed on nate parker lightly,0
north korea's evil-looking hotel has a brighter feature,0
trump associates face growing concern and frustration over donald jr. crisis,0
lucky charms' new marshmallow piece is the magical unicorn head,0
'out of sight': 360-degree film series on diseases the world ignores,0
paris attacks suspect salah abdeslam charged in belgium,0
bush epa chief chastises trump's climate change denying pick,0
just some guys in england driving a tank to the gas station,0
nobel prize winners demand better health care for victims of sexual violence in colombia,0
"34,000 sign petition against archbishop who reportedly invited kim davis to meet pope",0
iphone gadget turns any surface into a musical instrument,0
journalists push back on correspondents' association's response to michelle wolf,0
everything you need to know about food and happiness,0
yoko ono released from hospital after treatment for 'serious' flu-like symptoms,0
elizabeth warren slams pat toomey for trying to let banks 'swindle' cities and towns,0
listening to nas makes me complicit in misogynoir,0
16-year-old sydney mclaughlin makes u.s. olympic team in 400 meter hurdles,0
a tribute to alan rickman: reading between the black and white,0
what a pair of boots taught me about parenting and fads,0
we've long excused the sexually abusive behavior of older men. not anymore.,0
kansas bans poor people from spending welfare on cruise ships,0
why smartphone use helps develop 21st century skills in higher education,0
i don't exist: a reflection on contemporary journalism,0
duterte says he may impose martial law if drug problem worsens,0
when one of the world's most 'insider' galleries hosts an 'outsider' art show (nsfw),0
interfaith efforts work for reconciliation in the central african republic,0
halle berry: my undying wish is to play angela davis in a biopic,0
jake tapper has one-word response to creepy kellyanne conway 'snl' sketch,0
michael avenatti warns michael cohen: i still have more documents to release,0
one direction star responds to claims he's homophobic,0
16 dinnertime struggles all parents have with their kids,0
ruling galaxies but not countries: new research on women in film,0
7 things i learned while making a movie about pregnancy loss,0
"nope, christian bale is not playing batman in 'batman v superman'",0
the anti-gay right can't run forever from its history of bigotry,0
seth meyers' spoof 'trump mingle' app wants to make america date again,0
the turkey sandwich of justice is the leftovers hero we deserve,0
watch how a headline turns a nice story ageist,0
e. coli outbreak linked to chipotle spreads to 3 more states,0
former blackwater guard sentenced to life in prison for baghdad shooting,0
cable news sure could talk to more muslims about the muslim ban,0
watch gigi hadid walk the runway in just one shoe,0
iowa supreme court strikes down telemedicine abortion ban,0
"now that we've seen 'gone girl,' does it live up to expectations?",0
reclaiming the sacred: five uniting religious principles,0
report explores possible cia cover-up at guantanamo,0
ava duvernay on women and minorities breaking into hollywood: 'follow the white guys',0
televisa host says network pressured her to say on-air sexual harassment was a hoax,0
want to start school later? avoid these 10 common traps,0
russia calls u.s. move to better arm syrian rebels a 'hostile act',0
cruz super pac aims to take out rubio in florida,0
lebron and friends opened the espys with a speech you need to hear,0
rahm emanuel is andrew cuomo: hillary are you listening?,0
piers morgan bragged about how manly he is. it didn't go well.,0
another english king could be buried under a parking lot,0
"darius rucker cries for the love of the gamecocks, who reach final four",0
maybe the gop establishment should have embraced john kasich sooner,0
saudi-uae push to mobilize tribes against qatari emir,0
gop moderates plot way out of house budget mess,0
egyptian death sentence for soccer fans puts president's iron grip to the test,0
why china's economic woes are causing alarm in africa,0
what the ebola virus and sen. barbara boxer can teach us about health care systems,0
jpso arrests girlfriend of man slain by jefferson deputies in new orleans,0
"paying organ donors for travel, recovery could enable more low-income people to save lives",0
"be present, be open and turn off your cell phone!",0
snooping on your smartphone: how to avoid apps spying on you,0
tips for your child's first summer sleep-away camp,0
trump administration proposes massive expansion of offshore drilling,0
jared kushner received his security clearance: reports,0
universal patents a wand and spells ride that sounds perfect for a new harry potter attraction,0
marco rubio's rivals take aim at his history on immigration,0
"one app you need if you want the new, cheap iphone",0
trump is delivering the politicized judiciary republicans dreamed about,0
stunning time-lapse video captures one of the world's strangest landscapes,0
dallas politician tells nra to get lost unless it's ready to talk reform,0
this comedian makes a solid case for why gatorade should sponsor him,0
"here's how to become kris jenner's assistant, according to kris jenner",0
"there's a new meghan markle wax figure, and it's actually a great likeness",0
living life with heart: an interview with tony ducharme,0
"more than 130,000 vaccine doses reportedly destroyed in syria after attack",0
illinois' wall of fame: the state's best designations,0
cooking off the cuff: bluefish in saor – a new york take on a venetian favorite,0
the overlooked way that companies can make workers more loyal,0
democrats are ceding foreign policy too early in the 2016 election,0
panama papers source breaks silence and offers to aid authorities for immunity,0
96-year-old style legend iris apfel just got her very own barbie,0
starbucks' midnight mint mocha frapp couldn't be further from the unicorn frappuccino,0
msnbc head pledges to boost diversity after cinco de mayo disaster,0
trump announces paris accord decision with ... is that jazz music?,0
celebrities are freaking out as election results roll in,0
the story behind leonardo dicaprio and lady gaga's viral golden globes moment,0
barack obama makes last-minute push to block saudi 9/11 bill,0
this dog is dreaming about something seriously tasty,0
taking up arms where birds feast on buffet of salmon,0
new york times editorial board endorses john kasich for gop nomination,0
did climate change spawn all these hurricanes? here's why it's hard to say.,0
"fyi, not all moms transform into hardcore tea drinkers on mother's day",0
london mayor sadiq khan to be joined by huffpost editor-in-chief lydia polgreen at sxsw 2018,0
kalamazoo shooting suspect switched cars amid rampage,0
protests continue for stephon clark on martin luther king jr.'s death anniversary,0
'black panther' reminds us why pan-african unity is still important,0
can a french friar end the 21st-century slave trade?,0
trump spokesman jason miller says he won't take top white house job,0
donald trump's crackdown on undocumented immigrants is silencing exploited workers,0
how tax cuts led to west virginia's massive teacher strike,0
boston must mull renaming iconic building to give civic dignity to blacks,0
meet the 28-year-old who helped pave the way for marriage equality in germany,0
hawaii missile alert update delayed because governor didn't know his twitter password,0
chance the rapper unboxing his grammys with his daughter is too cute for words,0
carson says trump knows judge attack was wrong,0
u.s. ethics chief ordered gushing responses to trump's tweets,0
13 essential questions to ask when hiring a web design company,0
melania trump's new bio says she 'paused her studies',0
donald trump effigies burn across mexico in easter ritual,0
baby dies after dad seen allegedly beating him while driving,0
stephen colbert gives donald trump's allies and enemies the funniest alter egos,0
only kim k would wear a plunging white dress before her wedding,0
here are a bunch of people donald trump has criticized instead of neo-nazis,0
12 non-cliché beauty lessons according to your favorite celebs,0
report: gop candidate against gay marriage was once a gay female impersonator,0
i helped immigrant artists get visas. and the process is a bureaucratic mess.,0
north korea praises trump and urges us voters to reject 'dull hillary',0
colleges begin establishing exchange programs in cuba,0
honest parents share their hilarious confessions,0
hillary clinton calls water crisis 'immoral' in visit to flint,0
here's your 10-piece winter capsule wardrobe checklist,0
an open letter to progressives: tpp is not yet 'the most progressive trade agreement in history',0
impressive mom nails skateboard trick while pushing stroller,0
top soccer official says trump presidency would hurt u.s. world cup bid,0
"reality, risk & reward: is us kids tv ripe for authenticity and autonomy?",0
"in iran and north korea, trump is playing with nuclear fire",0
congress gets another reminder from scientists that climate change isn't coming -- it's already here,0
"newsroom trends, journalism, media ethics and engagement in 2016",0
gwen stefani says her divorce from gavin rossdale is 'still painful',0
issa rae's unapologetic support of black stars at the emmys is a mood,0
7 ways to build a community using data-driven narratives,0
betsy devos sued for weakening sexual assault reporting protections for students,0
this is the man to blame for the term 'bomb cyclone',0
tasting your way around the wizarding world of harry potter - diagon alley,0
trump nominee wants to keep agency now that he'd get paid to run it,0
"americans are embarrassed by farts, says least surprising poll ever",0
hillary campaign releases footage proving that she is in perfect health,0
cnn's corey lewandowski reignites donald trump's long-debunked 'birther' conspiracy theory,0
"7 tips to exchange gifts and save stress, money",0
donald trump jr. just shared the weirdest picture of his dad,0
watchdog agency at dhs to review implementation of trump's muslim ban,0
stephen colbert reveals the back-up slogans for donald trump's 2020 campaign,0
turkish soccer body penalizes kurdish club amid mounting tensions,0
this rescue pit bull made his bed every day while waiting to be adopted,0
mississippi town rejects 'historic' lgbtq pride parade despite local support,0
travel etiquette: how to use a flight delay to your advantage,0
beyonce shares photo of blue ivy and jay z for father's day,0
100 ways to connect intimately with your partner,0
lady antebellum's charles kelley talks about being a new dad,0
"one year later, arizona real estate investor still missing",0
the fascinating case for eating lab-grown meat,0
donald trump descends into steak-fueled madness,0
the science-backed reason to see your therapist in the morning,0
ben affleck happily reviewing 'batman v superman' means sad affleck is officially dead,0
the 'ocean's 8' trailer is finally here and june can't come fast enough,0
chicago is fighting climate change no matter what trump says,0
these senators somehow trust donald trump with the nuclear codes,0
bangladesh bloggers fear deadly backlash won't end soon,0
adam sandler's red carpet date was his 23-year-old doppelgänger,0
dear mr. president: a dispatch from bowling green,0
"prince harry, meghan markle's first official post-engagement event will be nod to diana",0
john legend speaks to the crack in the system caused by mass incarceration,0
why this coptic christian bishop is willing to forgive isis,0
alligator and python locked in death duel on golf course,0
"1 dead, 3 hurt in stabbing on ut austin campus",0
(video) aol sees growth in programmatic tv with 58 ad campaigns up,0
how climate change is fueling violence against women,0
i wrote speeches for vice president biden. here's what it felt like.,0
the best brunches in 14 cities across the u.s.,0
images show that saturn's north polar region has changed color,0
gop senators aren't ready to accept trump as their champion,0
why congress matters: lessons from ray rice and the vawa anniversary,0
sam smith opens up about the downside of fame and his true mission,0
ridiculous reason women are excluded from exercise studies,0
proof you shouldn't blame teachers for the achievement gap,0
kim kardashian says goodbye to obama with family photo and now we're crying just like north,0
'affluenza' mom tonya couch has curfew eased so she can find a job,0
what you should do if you own a volkswagen that was just recalled,0
i tried these 4 meal kit services so you don't have to,0
"fyi, the hair on your head can hold up to the weight of 2 elephants",0
rep. david cicilline: lgbt people are entitled to 'full equality',0
adorable kids ask pharrell hard-hitting questions about his new book 'happy',0
this 594-foot-high basketball shot 'for mankind' is out of this world,0
hurry! early black friday deals have already started on amazon,0
russian jets in 'unsafe' encounters with destroyer: u.s. official,0
scenes from a drunken huddle of angry white men,0
ron cephas jones shares exciting details about season 2 of 'this is us',0
hannibal buress jokes about getting death threats after cosby routine,0
"in the face of systemic racism, south asians must not keep silent",0
donald trump says some protesters probably deserved to get roughed up at his rallies,0
are you making your guacamole right? here's how to tell.,0
trump hints at obamacare replacement that would look nothing like what republicans have in mind,0
mark hamill gives 'stars wars' super fans the fright of their lives,0
ben carson bizarrely attacks cnn host in hostile interview,0
"tsa under fire over expensive, ineffective program",0
how to encourage quiet children to push past their fears,0
anti-drug senators criticized for 'sham' hearing on legal marijuana,0
'god' tells colbert that all these religious site visits make trump seem thirsty,0
the single greatest threat to our national security is donald trump,0
laverne cox taught the 'oitnb' cast a lot about trans issues,0
"trump's national security transition is 'a mess,"" officials say",0
don't spend a cent on bitcoin until you see john oliver's cryptocurrency warning,0
nun with a chainsaw clears hurricane irma debris like a pro,0
pope francis speaks to bishops on gay marriage and families in philadelphia,0
the little boy from 'love actually' has not changed at all,0
5 common medicare mistakes and how to avoid them,0
establishment-backed moderate wins heated democratic house primary in texas,0
fox news radio host todd starnes deems chick-fil-a the 'official chicken of jesus',0
sienna miller finds the fake 'american sniper' baby just as humorous as the rest of us,0
"tupac's high school love letter is being sold for $35,000",0
muslim woman berated at heritage event speaks out on independence day,0
gay men are caught between happiness and social norms in this short film,0
four simple tips to make your engagement session rock,0
well past second chances: the nfl still doesn't get it on domestic violence,0
deputy interior secretary met with lobbyist for a casino his former firm also represents,0
"trailblazing women: whitney johnson, leading thinker & co founder of clayton christensen's investment firm",0
"trump/netanyahu meet: an exercise in fawning, fantasy and anti-palestinian incitement",0
are we prepared for president obama's free community colleges?,0
giuliana rancic on cheating ex jerry o'connell: 'it's all good',0
hillary clinton on las vegas shooting: 'we must stand up to the nra',0
"jody hice, anti-islam republican, defeats ken dious in georgia house race",0
republican presidential candidates to disclose bundlers for first time since 2008,0
watch a comedian mow down every stupid gun rights argument you've ever heard,0
"move over rosé, blue wine is now on the market",0
seth meyers has a scathing message for matt lauer,0
arizona department of corrections changes menstrual pad policy following backlash,0
"dem rep. totally nails why congress is falling short on gender, racial equality",0
a love letter to the nurses who take care of moms after giving birth,0
ann romney's grandma tips are 'freakin' awesome',0
why we run: a philosophical look at the value of running,0
fictional books within books we wish were real,0
finding kind: a film and campaign that asks girls to be a little kinder,0
whole foods recalls maytag blue cheese due to listeria risk,0
'wonder woman' shatters box office with biggest female director opening. ever.,0
why eva longoria will never run for public office,0
"passengers 'lashing out' at scott pruitt justify first-class travel, new epa memo says",0
what the entire country needs to learn from the students at mizzou,0
huffpollster: texas and massachusetts are the states to watch on super tuesday,0
germany arrests three islamic state members connected to paris attacks,0
here's why the internet is convinced kylie jenner is having a baby boy,0
report: kerry warns israel could become 'apartheid state',0
alton sterling protesters remind you what america keeps forgetting,0
"i care for everyone, but i'm nobody's caretaker",0
watch britney spears dance in a bikini 'til the world ends,0
vehicles fall through wisconsin lake's ice as parking lot collapses,0
the black keys new album 'turn blue' is now available to stream in full,0
this awesome dad crafts intricate toast breakfasts for daughter with allergies,0
'it's a wonderful life' was almost too racy for theaters,0
'kimmy schmidt' star tituss burgess follows up 'peeno noir' with ode to multicultural penis,0
fired trump aide: campaign chair should resign if responsible for plagiarism,0
this 'brilliant' new technology could spell the demise of the flu shot,0
nicolas cage helps raise awareness about missing ohio teen,0
"man tries to kill spider with lighter, starts gas station blaze",0
ranking 25 of the best 'american horror story' characters ever,0
"trump is telling ""jokes,"" but nobody's laughing",0
exclusive look inside the baltimore police investigation into freddie gray's death,0
former chesapeake ceo mcclendon indicted on conspiracy charges,0
cold anger in restless times: the growing movement for racial and social justice,0
the hollow republican promises to 'read the bill',0
"would bernie sanders supporters take $200,000 from goldman sachs for a speech?",0
victoria beckham pokes fun at her royal wedding pout in new instagram post,0
rosie o'donnell is leaving 'the view' after split from wife,0
shutting out the gun nuts? cigarettes may show the way,0
a devastating story of friendship and heartbreak that definitely passes the bechdel test,0
margot robbie gave one unlucky 'suicide squad' member a misspelled tattoo,0
gop rep's office got a student suspended for cursing while asking for gun control,0
those weren't nooses at university of delaware,0
top experts confounded by advisers to donald trump,0
this law lets abused animals get their own advocates in court,0
meet the gop congressman who wants to overturn citizens united,0
best of abu dhabi: aditya vikram sengupta's labour of love,0
down the rabbit hole: a tale of suicide and macaroni,0
"cook these 7 recipes on sunday, and feed yourself all week",0
chinese new year is a boom time for fake girlfriends,0
france's far-right national front win big in regional elections,0
10 notable books of 2016 on black women's history,0
trump voters had a much better 2017 than clinton voters did,0
donald trump's epa pick is a leading foe of clean water laws,0
elizabeth banks posts aca-amazing 'pitch perfect 2' cast photo,0
profiles in courage: sometimes it's the last place you think,0
obama pledges to do more to stop the 'epidemic of gun violence',0
world leaders react to news that donald trump will be next u.s. president,0
trump administration axes funding for nasa system that monitors greenhouse gases,0
seabed search for mh370 could end within a week,0
how a political scientist broke the news of trump's meeting with putin,0
"miami-dade county bans styrofoam from parks, beaches",0
don't read lena dunham: it only encourages her,0
sunday show hosts hit back on trump administration's lies,0
evangelical leaders release anti-lgbtq statement on human sexuality,0
students send hilarious tweets to superintendent thanking him for snow day,0
the secret behind a one day project going viral,0
police officers replace 11-year-old's stolen xbox with a brand-new one,0
first latino arab-american running for congress views his heritage as an asset,0
#trybeatingmelightly shows pakistani women won't stand for wife-beating bill,0
"in a deadly crash, who should a driverless car kill -- or save?",0
cops attempt to unlock phone of man they killed using his finger,0
to vaccinate or not to vaccinate: why is that even a question?,0
do you use someone else's netflix password? you're not alone,0
"how to beat the winter blues, according to top experts",0
"first up at the toronto film festival: jake gyllenhaal's 'demolition,' the stunning 'lobster' and more",0
politico admits 'mistake' in sending dnc an article in advance,0
sunday meal prep: the healthy recipes that'll make this week easier,0
"pope francis visits a troubled, overcrowded prison in philadelphia",0
stephen colbert is stone-cold funny while mocking sarah palin's rock-run rant,0
cia torture's immeasurable damage to u.s. global leadership,0
'baywatch' officially flops as 'pirates' comes in first at the box office,0
north west and penelope disick are the cutest toddler duo around,0
is north korea really ready to negotiate its denuclearization?,0
paris hilton impersonates kim kardashian for kanye west fashion line,0
these photos of real kitchen disasters prove we've all been there,0
"as american cities grow, new urbanism must be inclusive",0
immigration officials asking about fourth-grader turned away by nyc school,0
"turkish police raid isis safe houses, detain 22 islamic state suspects as death toll climbs",0
ellie goulding and james corden perform 'love me like you do' remix,0
snake on a plane! reptile slithers out of ceiling causing mid-flight fright,0
william h. macy has ultimate dad moment dancing with his daughter before prom,0
tim burton is nostalgic for a time when 'franchise' wasn't a hollywood buzzword,0
shopping for happiness in the oscar race's gorgeous department stores,0
"from athens to the u.s., this greek startup wants to make hiring easier",0
patrick stewart reads hilariously bad reviews of iconic tourist attractions,0
this '10 things i hate about you' reunion is just too good to be true,0
"guide your child's intellectual development, part 2",0
9 self-assuring affirmations for when you need a little boost,0
even blue ivy joined james corden's 'carpool karaoke' at the grammys,0
reproductive health and rights in an age of inequality,0
gop consultant pleads guilty in first super pac coordination conviction,0
orlando foundation releases preview art of interim pulse memorial,0
emily's list makes its first 2018 house race pick,0
millions of kids might lose health care because congress dropped the ball,0
welterweight boxer dies after sustaining serious injuries in bout,0
how we became the heaviest drinkers in a century,0
trump orders help for chinese phone-maker after china approves money for trump project,0
democrats express outrage as gop tax cuts inch closer to completion,0
marco rubio nabs his first 2016 win in minnesota gop presidential caucus,0
how to make norwegian skillingsbolle (cinnamon buns),0
chicago west makes her debut in kylie jenner's baby announcement,0
apple gave a major shot in the arm to wearable tech,0
the no paper challenge: what if we wrapped gifts sustainably?,0
who says all countries should tax sugary drinks to curb obesity,0
"black and blue: on being black, female and depressed",0
